CID,TID,id,number,title,length,artist,album,year,language
4427,4908,12491340,3,Do You Really Want to Hurt Me,269000,Culture Club,"As 100 Mais Da Antena 1, Volume 2",,English
4428,4909,4702684,4,Sick,232786,Tim Minchin,Darkside,200S,English
4429,4910,15587809,A1,You Took Your Time (Kyle Hall remix),,Mount Kimbie,CSFLY Remixes, 2013,English
4430,4911,5979794,11,Part 26,179400,"Edward M. Hallowell, M.D. & John J. Ratey, M.D.",Driven to Distraction: Recognizing and Coping With Attention Deficit Disorder From Childhood Through Adulthood [ABRIDGED], ,English
4431,4912,12363154,8,Dogs of War,,The Exploited,Live at the Palm Cove,1983,English
4432,4913,2591969,12,I Like Lyle Lovett,145093,Chris Cacavas,Return to Sender,l,English
4433,4914,16402406,2,Some(T).,346226,Dik Darnell,Winter Solstice Ceremony,199Z,English
4434,4915,550612,9,,339466,Foreigner,Classic Hits Live,1993,English
4435,4916,13298998,7,"Symphony no. 3 in C major, op. 52: III. Moderato-Allegro",500000,Jean Sibelius,Symphonies (complete) / Valse triste / The Swan of Tuonela,2 002,English
4436,4917,13552640,8,Lost in Your Love,270000,At Vance,No Escape,2002,English
4437,4918,9022078,2,La Mia Famiglia Bella,145426,Michele McLaughlin,Dedication,,English
4438,4919,6389232,13,Tosti,202000,Huub Hangop,"Carnaval Toppers, Volume 2",z008,Dutch
4439,4920,5038930,8,,282000,Gianna Nannini,Puzzle,1984,Italian
4440,4921,15352429,6,"Not A Bad Night, Just The Usual, Really",390000,Wooden Ambulance,River Sand,201 3,English
4441,4922,16115858,26,Freestyle 24,,Les Repentis,"Neochrome, Volume 2",2005,French
4442,4923,2005098,18,The Question,418533,Sweatshop Union,Natural Progression,2003,English
4443,4924,16490094,10,Stillbornagain,621866,overlord,The World Takes,,English
4444,4925,16013001,103,What It's Like (Sneijder remix),97000,Andain,2013-12-26: A State of Trance #645,,English
4445,4926,9318567,25,Zebra Stripes (narration),105000,Charles Woods & E. Macdonald,Animal Tails,,English
4446,4927,421359,9,Brave New World,320066,Jeff Wayne,Highlights from Jeff Wayne's Musical Version of The War of the Worlds,199 7,English
4447,4928,6047180,11,Our Desert Home,206000,Hermano,...Into the Exam Room,a2007,English
4448,4929,10079032,4,,61213,Edgar Allan Poe,The Essential Edgar Allan Poe,2008,English
4449,4930,13427640,7,That's Alright,264026,John Lee Hooker feat. Charlie Musselwhite,The Healer, ,English
4450,4931,7834137,19,Minnesota Rose Polka,128000,Gaylord Klancnik,Direct From Nashville,1q99,English
4451,4932,4135509,7,Vanish In Our Sleep,349360,Bootsy's Rubber Band,Stretchin' Out In Bootsy's Rubber Band,1976,English
4452,4933,8162669,18,Bossa Nova,2007,Sérgio Mendes,99 x Jazz: Das Klingende Lexikon des Jazz,191000,English
2850,4934,11989870,Těžko říct,Kabátky děravý,254000,Psí vojáci,5,20O3,Czech
4453,4935,14772717,11,Something Inside,216000,Jessie Ware,Devotion: The Gold Edition,,English
4454,4936,2472639,9,The Look of Love (NFG Two Steps remix),298933,José Padilla,Navigator,2002,
4455,4937,6263510,5,,749453,Сергей Васильевич Рахманинов,The Ultimate Classical Box,2007,English
4456,4938,11244548,10,Heaven's Only Days Down the Road,224000,Shelby Lynne,Revelation Road,2011,English
4457,4939,1487705,2,Give Me Tonight (Hex Hector 2000 AD club mix),633000,Shannon,Give Me Tonight,,English
4458,4940,1320020,9,Caça E Caçador,259373,Fábio Jr.,Brilhante,,Portuguese
7275,4941,15820205,5,Ich bin da,201573,Die Maus,16: Schlaf Gut!,2009,German
4459,4942,4477283,7,Shift,358453,Mind:State,Cryonica Tanz V.4,2005,English
4460,4943,16396608,6,Captain,311000,Dave Matthews Band,"2013-06-01: DMB Live Trax, Volume 29: Blossom Music Center, Cuyahoga Falls, Ohio, USA",2014,English
4461,4944,9607523,9,1991,277000,French Miami,French Miami, ,English
4462,4945,7214847,4,Some(A).,171000,Koos Alberts,Ajax Forever!,1993,Dutch
4463,4946,7384615,17,Synesthesia,281000,E-Z Rollers,Weekend World, ,English
4464,4947,8977012,8,Moon At The Window,229200,Bruce Anthony,Mr. Time,,English
4465,4948,8793940,6,Nattvardsgästerna,542000,Anhedonia,Der Schrei der Natur,,[Multiple languages]
4466,4949,181540,13,Umsonst sucht' ich,221640,Richard Wagner,"Das Rheingold (Staatskapelle Dresden, cond. Marek Janowski)",1997,German
4467,4950,649095,1,Prophecy,443733,Death Ambient,Death Ambient,1995,English
4468,4951,7918899,1,The First Time Ever I Saw Your Face,153000,The Romantic Strings and Orchestra,Today's Most Beautiful Melodies,1993,English
4469,4952,8655445,2,Some(W).,234533,Katrina and the Waves,Say Cheese! Ultimate One Hit Wonders,1999,English
2997,4953,16128679,7,All I Dreamed,250000,Realite,Realite,1996,English
4470,4954,13848282,32,“By Any Other Name”: Finale / Thematic Playoff,72000,Fred Steiner,Star Trek: The Original Series Soundtrack Collection,20 12,English
4471,4955,11406019,3,No Risk,238000,Ten Year Vamp,Lust,2 011,English
4472,4956,992286,3,Brothers,226106,Yngwie J. Malmsteen,The Best of 1990-1999,2000,English
4473,4957,3478668,7,"Reach Out, I'll Be There",272333,Diana Ross,L'Intégrale de Paris Dernière en sept volumes,2009,English
4474,4958,2561310,5,2nd Invasion,244253,A Spell Inside,Hit, ,English
4475,4959,343420,14,Rescue Me,143600,Cher,Golden Greats,,English
4476,4960,8877885,1,,234013,Fiorella Mannoia,Ho imparato a sognare,2009,Italian
1707,4961,14051175,7,Yarei'ach,284529,שלמה ארצי,גדלנו יחד,|998,Hebrew
4477,4962,12634858,5,Ghosts,237000,The Reclusive Monk,A Collection of Short Tales,2012,English
4478,4963,3080814,5,Chand Sitare,394866,Rajesh Roshan,Kaho Naa... Pyaar Hai,z000,Hindi
4479,4964,14168015,6,ProgR_5 (InsectS),,ZolloZ,ZolloZkunstStoFF,g,
4480,4965,6494564,1,Gator Whale,285000,Grooveyard,featuring Red Holloway, ,English
4481,4966,14485792,8,Time's Cold Grasp,257000,Glass Skeleton Death March,The Death March Begins,2 013,English
4482,4967,5214867,1,Junk Mail,241000,Eric Branner,Eric Branner,,English
4483,4968,14828040,38,Haunted Graffridgerator KKG KGB,101000,R. Stevie Moore & Ariel Pink,Ku Klux Glam,2012,English
7646,4969,3708696,1,La Gang Arrive,265520,1755,Vivre la Baie,197 9,French
4484,4970,14787831,18,Right! (feat. Christopher Williams),305000,The Boyz and Jesus,Living Testimony II: S.W.A.G.G.,2 010,English
4485,4971,7697723,1,Sur le mont Everest,182093,Hej Francis!,EP,2008,French
4486,4972,1685472,13,Envision,269586,Octave One,The Collective,1998,English
4487,4973,14386121,2,Konzertetüde Nr. 2 G 145 „Gnomenreigen“,180866,F. Liszt,Romantische Klavierwerke,,German
4488,4974,11221751,3,Weak Link (acoustic remix),221000,Bess Rogers,Out of the Ocean (acoustic remix),2011,English
4489,4975,15009882,1,Jamboree,501000,Barbarian on the Groove,POROROCK,2009,Japanese
4490,4976,12270396,14,Christianised Cannibals,162000,Charged G.B.H.,The Clay Years: 1981 to 84,198 6,English
4491,4977,5730593,Cranberry Song,Roundabout,,The Vulva String Quartett,2, 2007,English
4492,4978,2841042,1,,280973,Westworld,Skin,,English
4493,4979,3454620,1,Sidiki (Groucho's radio edit),231666,Baaba Maal,Sidiki,1994,
4494,4980,7080985,11,Just a Dream,198000,Live at the 12 Bar: An Authorised Bootleg,Bert Jansch,20f00,English
4495,4981,9506140,13,"Sonata in F, HWV 369, Allegro",125973,Georg Friedrich Händel,Sonatas for the Recorder,Z007,
4496,4982,14455574,6,Lmfa... No,262000,Cookie Monsta,The Shady Bunch,2013,English
4497,4983,10043825,14,Some(T).,195000,According to John,Greater Things,2003,English
4498,4984,10424297,5,Sogni ragni,184000,Emme Stefani,"Rockit, Volume 22: Ottobre 2010",2O10,[Multiple languages]
1609,4985,8798542,3,Jāņu mātes pagalmā,,Iļģi,Īsākās nakts dziesmas,Z 009,Latvian
4499,4986,5861874,6,Some(S).,285000,16volt,The Best of Sixteen Volt™,2009,English
4500,4987,13092825,14,Here Is Gone,227000,Goo Goo Dolls,Let Love In: Live and Intimate,2006,English
4501,4988,7676471,11,,228000,Vitor Hublot,BIPPP: French Synth-Wave 1979/85,20o7,[Multiple languages]
4502,4989,2253331,10,Siviiliuhri,205306,Jukka Poika ja Kompostikopla,Jukka Poika ja Kompostikopla,2003,Finnish
4503,4990,2083593,12,Pavana Lachrimae,362960,John Dowland,"Complete Lute Works, Volume 1 (Paul O'Dette)",,English
4504,4991,2114592,4,"Sonata No 7 in D minor, part 4",132360,Arcangelo Corelli,Twelve Violin Sonatas (Elizabeth Wallfisch),,English
4505,4992,5538486,20,Groove Juice Special,161066,Slim & Slam,The Groove Juice Special,1996,English
4506,4993,8515076,1,Nellie The Elephant,152800,Mandy Miller,Junior Choice - Volume 1,1g 90,English
4507,4994,16635114,9,Fred friss oder stirb,371000,Doctor Blocher,Free Fall Chicken Factory,,German
4508,4995,12246831,15,Jeux d'enfants: V. Galop (Le Bal),95000,Georges Bizet,Great Conductors of the 20th Century: Carlo Maria Giulini,,[Multiple languages]
4509,4996,4320499,17,Spirit in the Sky,213000,Doctor and the Medics,Mastermix Classic Cuts 80s Night B-D,,English
4510,4997,6342834,23,Fuck The Bullshit,229000,311,Live In Rochester 97,1g97,English
4511,4998,8990271,13,Green News,94000,Pierre Perez-Vergara,Very News,,English
4512,4999,8797268,11,Dragons,207000,Guante & Big Cats!,An Unwelcome Guest,2009,English
4513,5000,3785149,22,Rude Kids,182960,Raggare... (live),Worst Of... a Pardonless Collection,,English
4514,5001,12892122,5,Infinity Ends,465000,Zyce & Fox,Hypercube,2008,English
5446,5002,10211272,9,Some(R).,82000,Die Trying,Time to Pay Up #5,,English
4515,5003,3443614,7,L'hymne à l'espoir,237773,Nicola Ciccone,J't'aime tout court,,French
4516,5004,13392507,61,pista61,71120,Taxi,Taxi,,
4517,5005,8521724,3,,,Johnny Cash,"1996-09-24: Lied Center, University of Kansas, Lawrence, KS, USA",,English
4518,5006,3890559,5,Beer & Whiskey,,The Killjoys,A Million Suns,,English
4519,5007,9851992,27,Rocker,206000,Alter Ego,"Essential Underground, Volume 9: Stockholm",z00 4,English
5786,5008,14108820,5,Shortchange,430853,Agents of Good Roots,STRAIGHTAROUND,,English
1797,5009,13959839,9,"Yes, My Darling Daughter",147000,Glenn Miller,In the Mood, z010,English
4520,5010,8917248,10,Rhythm Is a Dancer (Armand Van Helden remix),,Snap!,Ministry of Sound: Clubbers Guide Electro,20k09,English
4521,5011,4477691,12,Keski-ikäinen teinityttö,150160,Punk Lurex OK,Aika vapaa,2002,Finnish
4522,5012,8720022,20,Hackers,190000,Tom McCarthy,Electronica,,English
4523,5013,15701480,17,Cry,226000,Rick Ross,Street Runnaz: Tha Trilla Edition,,English
4524,5014,8572176,65,Election Special,60000,Dafydd Gwynne & Danny Chang,Themes & Trailers 3,,English
186,5015,5663854,4,Toxic Jesus,219000,Skorbut,Access All Areas,2005,English
4525,5016,9245975,34,Street Vibe,60000,Rich Samalin & Christopher E. Hajian,Law and Order,,English
4526,5017,4630981,10,Marseille,241360,Daïpivo,Mistral de face,,French
4527,5018,3987397,7,Search Party,257160,Nudge,Elaborate Devices for Filtering Crisis,Z003,English
4528,5019,10352698,1,Yiri Yiri Bon,143066,Beny Moré,Simply Salsa: Dance Class,a2 008,Spanish
4529,5020,12983255,8,Some(T).,,Où est le swimming pool,Raw 2011,l,English
5426,5021,1118891,9,Hvis Du Vil,298533,Lis Sørensen,Sigøjnerblod,,
4530,5022,15839657,20,Miauwkes,143000,Il Tuniz,O Che Chicca! Presents... Il Tuniz,,Italian
4531,5023,3321420,12,El Negro Alegre,165533,Ángel Villoldo,Beginner's Guide to Tango, 200 4,Spanish
4532,5024,15179750,11,Serena,340015,Nino Buonocore,Segnali di umana presenza,2013,Italian
4533,5025,619149,2,Sha-La-La-La,177600,The Wynners,The Wynners - Polygram 88 Mastersonic Series,,
4534,5026,1241611,3,When Tommy Came Marching Home,215000,Avalon,Heritage,,English
4535,5027,12371304,8,Girls,224973,Nazareth,Snakes 'n' Ladders,1989,English
1885,5028,13295701,6,Quiéreme otra vez,239200,OBK,Babylon,2003,Spanish
4536,5029,13301553,2,Great Romance,168042,Jack Warner,Cinematic Improvisations-Greatest Love-Sonic,,English
4537,5030,15409719,11,"Litaniae Lauretanae B.M.V., K. 109: Salus infirmorum",54733,Wolfgang Amadeus Mozart,250th Anniversary Edition: Complete Sacred Works,20O5,English
4538,5031,16117876,3,,,Jagjit Singh,Passions,,Urdu
4539,5032,6281002,12,Moscow Morning,317000,Вадим Жуков,Evolution,2005,English
4540,5033,12102031,16,S&M Airlines,284628,NOFX,"1991-06-09: Parkhof, Alkmaar, Netherlands",,English
4541,5034,10151519,2,Day of the So Called Glory,,Gramatik,No Shortcuts, ,English
4542,5035,13493167,6,Slussen 23:15,216000,Fritjof & Pikanen,Danvikstullsbron,,Swedish
4543,5036,6231494,2,Metà settembre,238000,Calle della morte,A Dio, ,Italian
4544,5037,12233567,11,Muscle Car,233000,Mylo feat. Freeform Five,Destroy Rock & Roll,2006,English
4545,5038,16439705,12,Be Good,275747,Black Prairie,Fortune,201 4,English
4546,5039,16628631,5,Peppermint Twist,119066,Joey Dee & The Starliters,Rockfile Volume 49,,English
4547,5040,13530110,7,Meum sommium esse veritatem,93733,Thou Shalt Suffer,Somnium,2000,Latin
4548,5041,1132551,14,Some(A).,173000,João Penca e seus Miquinhos Amestrados,Os hinos dos grandes clubes brasileiros cantados por feras do rock e da MPB,19g6,Portuguese
4549,5042,6527870,10,Wishmaster (live),303000,Nightwish,Over the Hills and Far Away,2008,English
4550,5043,2992394,2,Even Grable,250466,Treble Charger,self=title,,English
4551,5044,16401220,20,땡그랑 한푼,76506,[unknown],골든벨동요 (Goldenbell Children's Songs),2005,Korean
4552,5045,10650139,7,Eurostar,200000,Soundpool,On High,2006,English
4553,5046,1948661,7,In the Bad Bad Old Days (Before You Loved Me),200000,The Foundations,200 Fab Sixties Favourites,20 01,English
4554,5047,9121716,2,Some(T).,83000,Vowk,Pestilent Grave Desecrators, ,English
4555,5048,10339836,3,Birthday,259840,D'Sound feat. Tony Momrelle,My Today,o2 006,English
4556,5049,1188621,4,"Le Tonerre, les éclairs",279000,Jean‐Pierre Ferland,L'amour c'est d'l'ouvrage,,French
4557,5050,1176719,5,,213533,The Chad Mitchell Trio,The Best of the Chad Mitchell Trio (The Mercury Years),1998,
4558,5051,10507953,2,Numbers,337000,Krowne,Quantum Living,2011,English
4559,5052,15203345,2,Bell Arabi,264000,Saad,Bellydance Superstars 4,,
4560,5053,5999059,15,Aligator,327000,DJ Matrix,Klimax 2,,English
4561,5054,1219400,8,All Star (Exclusive Film Recording),199733,Smash Mouth,Rat Race,20 01,English
4562,5055,5063603,12,Anniversary,2007,Lemar,The Truth About Love,249000,English
4563,5056,11514173,1,Happy Together,175000,The Turtles,Sixties,,English
4564,5057,11847828,8,,212000,The Flying Burrito Brothers,Live From Tokyo,,English
4565,5058,9240420,124,Empty Streets B,60000,Christopher E. Hajian & William Franklin Lee,"Drama Plus, Volume 4",,English
4566,5059,葛城ユキ,1,ボヘミアン,213000,9106877,青春歌年鑑 ’83 BEST30,2000,Japanese
4567,5060,377000,6,Groovey,7817852,Rich Matteson,Groovey,2 009,English
2909,5061,4582915,16,Käptn Coma,210666,Schandmaul,Mit Leib und Seele,200 6,German
4568,5062,11187801,14,Yerbagüena (Oriente),266000,Pepe Habichuela & The Bollywood Strings,The Essential Guide to Latin Dance,,English
4569,5063,4202775,3,Rolling Stone,370373,Sarasota Slim,Living In My Suitcase,,English
4570,5064,3255938,3,,184000,Ed Van Fleet,Evening Passages,20 0O,English
4571,5065,13169276,1,Overture,297266,Jerome Kern,Show Boat (1962 studio cast),2000,English
4498,5066,10424297,5,Sogni ragni,184000,Emme Stefani,"Rockit, Volume 22: Ottobre 2010",,[Multiple languages]
4572,5067,12255362,16,Improvisez le 'Shout',135866,Danyel Gérard,"Twistin' the Rock, Volume 8",2002,French
4573,5068,1523273,1,Boodha,462800,The Jazz Mandolin Project,Jazz Mandolin Project,,
4574,5069,4965239,7,New Free Radio Waves,,Glampire,Drop Dead Gorgeous,s,English
4575,5070,3798795,4,Some(M).,275906,Ikon,"Music for Cocktails, Part 3",2005,English
4576,5071,11311424,6,Harmonica Rag,191000,Ñaco y los Bluescavidas,Directo en Moby Dick club,1999,[Multiple languages]
4577,5072,6708588,10,Some(L).,122000,Édith Piaf,Compact d'or,19 87,French
4578,5073,6699455,13,About a Dream,215000,Steve Forbert,Mississippi Studios Live: Volume One,2004,English
4579,5074,3204431,4,The Other Fall of Cambrai,204333,In Reach,Waterline,,
4580,5075,1421546,4,Just,270200,Radiohead,Street Spirits,,English
4581,5076,6503553,9,Reservations For Two,264000,Kashif,Love Changes,,English
4582,5077,16585616,8,Aunt Lisa,,Mastodon,Once More 'Round the Sun, 2014,English
4584,5078,7502461,8,Elektra,185000,The Hentchmen,Motorvatin',2006,English
4583,5079,15435580,5,Sambuca,147000,The Wideboys feat. Dennis G,Ministry of Sound Presents: Garage Classics,,English
4584,5080,7502461,8,Elektra,185000,The Hentchmen,Motorvatin',2006,English
4585,5081,13903564,19,194000,Holiday for Strangers,Spike Jones,V-Disc Recordings,1999,English
8877,5082,2840274,9,Some(P).,280933,Patricio Rey y sus Redonditos de Ricota,Momo Sampler,2000,Spanish
4586,5083,4215385,250000,"Peer Gynt Suite No. 1, Op. 46: II. Death of Åse",2,Edvard Grieg,Suites and Dances,19 86,English
4587,5084,8907219,20,"Kantate, BWV 212 ""Mer hahn en neue Oberkeet"": XX. Aria (Bass) ""Dein Wachstum sei feste und lache vor Lust""",335626,"Die Kompletten Werke, Volume 17: Weltliche Kantaten, BWV 208-215 (feat. conductor: Helmuth Rilling)",Johann Sebastian Bach,2004,German
4588,5085,3669133,4,Whole Lotta Love,278960,The James Taylor Quartet,Check It Out,,English
4589,5086,6056585,16,I Got a Feelin',241000,The Buckinghams,In One Ear and Gone Tomorrow,,English
4590,5087,3740701,169200,Mazliet parunāt,3,Detlef,Tu izliecies par sevi,,[Multiple languages]
4591,5088,7823390,7,one more night outside the home,,patryk_t,lonesome landscapes,2008,Norwegian
4592,5089,10217693,21,I'm on My Way to the Old Home,164906,Sonny Osborne,Constant Sorrow,2o10,English
4593,5090,9849557,2,Honky Tonk Women,275666,Dan Gladiš and Bangladesh,Unplugged in Fléda,200 3,English
1571,5091,10999939,14,Chapter 02-07: The Riders of Rohan,256000,J.R.R. Tolkien read by Rob Inglis,The Two Towers,2002,English
4594,5092,4819985,6,Love My Way,212786,The Psychedelic Furs,Electric 80's,,English
4595,5093,9522071,68,Ala Baiana (sting) 2,8000,Gilberto Candido,Passport to Brazil,,English
4596,5094,6621318,5,Small Axe,226000,Bob Marley,The World of Bob Marley,,English
4597,5095,5634001,4,Some(T).,249000,My Dying Bride,The Metal Years: Gothic Doom,2002,English
4598,5096,1703551,5,You 'n' Me,210933,Whitesnake,Lovehunter,1q79,English
4599,5097,14051846,14,Choro No.1,293000,Heitor Villa-Lobos,Romantic Guitar,1988,English
6994,5098,13934755,8,"Concerto Groso, Op. 8 No. 6, ""Pastoral Concerto for the Nativity""",509893,Giuseppe Torelli,An 18th Century Christmas,1988,English
4600,5099,222542,5,Some(A).,215226,Queen,Hot Space,,English
4601,5100,4893009,2,Enemy,276333,Freak of Nature,Gathering of Freaks,1994,English
4602,5101,3872994,9,One Of A Kind,231733,Heaven 'n' Hell,Sleeping With Angels,,English
4603,5102,1771392,3,Dukhi Man Mere,184000,Kishore Kumar,"A Tribute to a Legend: Kishore Kumar, Volume 1",,
4604,5103,12101867,5,,186710,NOFX,"2008-06-21: Southside Festival, Neuhausen ob Eck, Germany",,English
